"","Wardcode","Population2011Census.x","Crimerate","Openspace","hhSocialRented","JobSeekers","Noqual","Carsperhousehold","districtcode.x","MyID","Wardname","Population2011Census.y","GeneralFertilityRate","Malelifeexpectancy","Femalelifeexpectancy","District","Districtcode","districtcode.y","Children","Greaterthan65","nonwhite","NotBorninUK","NotEnglishspeaking"
"123","00BGGB",14480,78,11.7,NA,NA,NA,NA,"00BG","00BG14480","Tower Hamlets - Bromley-by-Bow",14480,80.8,76.3,83,"Tower Hamlets"," 00BG","00BG",26.7334254143646,5.8,70.4,43.5,22
"124","00BJFZ",14751,90.3,11.7,10.9,2.4,7.1,0.7,"00BJ","00BJ14751","Wandsworth - Balham",14751,59.5,79.3,84.4,"Wandsworth"," 00BJ","00BJ",15.687072062911,7.8,19.4,28.5,6.5
"125","00AZGP",14573,84.4,11.9,21.2,6.3,14.6,0.7,"00AZ","00AZ14573","Lewisham - Lee Green",14573,78,77.1,81.2,"Lewisham"," 00AZ","00AZ",19.3096822891649,10.9,33.7,28.9,8.1
"126","00AWGL",7659,163.4,11.9,12.7,2.7,6.2,0.5,"00AW","00AW7659","Kensington and Chelsea - Pembridge",7659,40.4,82.1,85.7,"Kensington and Chelsea"," 00AW","00AW",NA,NA,NA,NA,NA
"127","00BAGDag",9816,61,12.3,NA,NA,NA,NA,"00BA","00BA9816","Merton - Graveney",9816,91.8,82.9,85.6,"Merton"," 00BA","00BA",18.2457212713936,10.9,57.5,54.1,23.1
"128","00BBGH",13866,79.7,12.3,17.6,8.9,19.9,0.7,"00BB","00BB13866","Newham - East Ham North",13866,92.8,71.3,76.9,"Newham"," 00BB","00BB",21.8736477715275,7.9,90.8,60.2,31.5
"129","00AMGD",12212,82.5,12.3,34,5.6,14.3,0.5,"00AM","00AM12212","Hackney - Clissold",12212,60.9,77.1,83.5,"Hackney"," 00AM","00AM",18.7111038322961,6.6,34.7,32,10.6
"130","00BGGE",15190,85,12.4,46,8.8,19.5,0.4,"00BG","00BG15190","Tower Hamlets - Mile End and Globe Town",15190,35.2,76.5,86.4,"Tower Hamlets"," 00BG","00BG",NA,NA,NA,NA,NA
"131","00BJGG",15358,85,12.5,47,8.2,17.9,0.4,"00BJ","00BJ15358","Wandsworth - Latchmere",15358,59.1,73,81.5,"Wandsworth"," 00BJ","00BJ",18.9608021877849,8.5,44.5,39.7,11.5
"132","00BGGC",14859,107.4,12.5,57.5,19.5,30.7,0.4,"00BG","00BG14859","Tower Hamlets - East India and Lansbury",14859,102.2,74.9,81.8,"Tower Hamlets"," 00BG","00BG",NA,NA,NA,NA,NA
"133","00AMGB",13392,63.2,12.8,33.8,9.9,23.5,0.4,"00AM","00AM13392","Hackney - Cazenove",13392,116.6,74.4,86.7,"Hackney"," 00AM","00AM",28.3751493428913,5.4,43.3,36.4,16.4
"134","00BAFX",10323,82,12.8,14.1,2,10.1,0.7,"00BA","00BA10323","Merton - Abbey",10323,52.6,80,81,"Merton"," 00BA","00BA",15.7318608931512,8.5,26.6,38.3,12.5
"135","00BFGM",10993,179.9,12.9,22.7,5.6,18.6,0.8,"00BF","00BF10993","Sutton - Sutton Central",10993,78.5,75.7,80.3,"Sutton"," 00BF","00BF",18.7573910670427,11.5,24.1,26.9,99.7
"136","00ADGG",11128,44.6,13.1,29.4,6.7,25.1,1.1,"00AD","00AD11128","Bexley - Colyers",11128,85.7,78.2,80.2,"Bexley"," 00AD","00AD",22.1872753414809,14.5,17.7,12.3,2
"137","00AZGU",15605,83.7,13.1,34.7,8,18.7,0.7,"00AZ","00AZ15605","Lewisham - Sydenham",15605,71.8,75.4,80.3,"Lewisham"," 00AZ","00AZ",20.1666132649792,11.9,41.8,30.2,7.1
"138","00AYGA",15842,112.2,13.1,32.2,7.9,13.8,0.5,"00AY","00AY15842","Lambeth - Brixton Hill",15842,44.5,74.8,78.4,"Lambeth"," 00AY","00AY",15.7050877414468,7,41.5,37.4,11.1
"139","00AYGM",14550,129.7,13.2,14,7.3,12.6,0.6,"00AY","00AY14550","Lambeth - St. Leonard's",14550,69.1,76.2,82.3,"Lambeth"," 00AY","00AY",NA,NA,NA,NA,NA
"140","00AYGC",13795,179.5,13.2,29.7,5.1,10.9,0.5,"00AY","00AY13795","Lambeth - Clapham Town",13795,37.9,75.5,81.7,"Lambeth"," 00AY","00AY",14.5922435665096,7.3,29.3,35.2,7.8
"141","00AUGN",13311,87.4,13.3,41.9,7.8,17.3,0.4,"00AU","00AU13311","Islington - Tollington",13311,46.2,72.4,80.8,"Islington"," 00AU","00AU",17.7221846593043,8,35.8,34.5,12.6
"142","00AYGH",14763,90.8,13.3,30.6,9.1,15.9,0.6,"00AY","00AY14763","Lambeth - Knight's Hill",14763,73.7,74.4,79.4,"Lambeth"," 00AY","00AY",23.2473074578338,9,47.7,35.3,11.6
"143","00AWGC",8933,99.4,13.3,9.1,2.7,3.8,0.5,"00AW","00AW8933","Kensington and Chelsea - Courtfield",8933,49.6,83.5,92.2,"Kensington and Chelsea"," 00AW","00AW",NA,NA,NA,NA,NA
"144","00AMGS",12445,111.6,13.3,32.2,8.3,14.2,0.4,"00AM","00AM12445","Hackney - Stoke Newington Central",12445,50.1,74.9,85.9,"Hackney"," 00AM","00AM",15.9582161510647,7,39.9,36.6,13
"145","00ACGR",16533,76.1,13.4,7.2,3.3,12.2,0.9,"00AC","00AC16533","Barnet - West Finchley",16533,64.6,79.9,81.6,"Barnet"," 00AC","00AC",17.5588217504385,12.5,39.2,44.7,19
"146","00AGGR",12038,135.2,13.4,42.1,8,17.4,0.4,"00AG","00AG12038","Camden - Kilburn",12038,59.4,72,78.9,"Camden"," 00AG","00AG",17.311845821565,11.2,40.1,47.9,18.7
"147","00ADGS",10598,41.1,13.5,9.3,3.8,23.3,1.3,"00AD","00AD10598","Bexley - Northumberland Heath",10598,50,78.5,82.9,"Bexley"," 00AD","00AD",20.6170975655784,15.1,14.5,9.8,1.9
"148","00AZGF",17156,118.9,13.5,30.1,8.4,11.8,0.5,"00AZ","00AZ17156","Lewisham - Brockley",17156,53,75,80.1,"Lewisham"," 00AZ","00AZ",15.2483096292842,6.5,43.1,36.8,10.5
"149","00AGGU",13818,120.8,13.5,61.2,10.8,22.7,0.3,"00AG","00AG13818","Camden - St. Pancras and Somers Town",13818,75.8,75.5,85.3,"Camden"," 00AG","00AG",NA,NA,NA,NA,NA
"150","00AGGS",11843,164.3,13.5,46.1,7.5,12.1,0.2,"00AG","00AG11843","Camden - King's Cross",11843,34.1,76.9,81.5,"Camden"," 00AG","00AG",14.506459511948,7.2,49.2,50.9,22.4
"151","00AUFY",14639,179.7,13.5,47.3,6.5,15.8,0.3,"00AU","00AU14639","Islington - Bunhill",14639,44.5,75.5,82.1,"Islington"," 00AU","00AU",13.4503722931894,7.9,34.5,41.9,16.6
"152","00AZGQ",17446,185.1,13.6,27.4,8.2,16.1,0.5,"00AZ","00AZ17446","Lewisham - Lewisham Central",17446,67.4,71.4,77.6,"Lewisham"," 00AZ","00AZ",18.3308494783905,8.4,51.6,41.2,12.4
"153","00ACGF",15715,53.5,13.7,4.9,3.4,12.3,1.2,"00AC","00AC15715","Barnet - Finchley Church End",15715,72.1,82.4,86.3,"Barnet"," 00AC","00AC",18.7527839643653,16.5,33.1,40.9,14.5
"154","00AEGZ",15155,85,13.7,15.3,4.2,21.4,1.2,"00AE","00AE15155","Brent - Queensbury",15155,73.2,85.1,85.8,"Brent"," 00AE","00AE",20.0857802705378,12.2,72.9,57.7,24.1
"155","00BBGK",16257,90.8,13.8,28.9,8.7,17.8,0.6,"00BB","00BB16257","Newham - Forest Gate North",16257,69.6,74.2,79.8,"Newham"," 00BB","00BB",21.2708371778311,6.9,64.1,50.5,21
"156","00BCGT",14123,146.7,13.8,8.9,8.8,16.6,0.8,"00BC","00BC14123","Redbridge - Valentines",14123,99.7,75.9,86.4,"Redbridge"," 00BC","00BC",24.0317213056716,8.7,77.6,50.3,21
"157","00ADGD",10910,36.6,13.9,2.6,2.4,21.5,1.4,"00AD","00AD10910","Bexley - Blendon and Penhill",10910,59,82.4,85.3,"Bexley"," 00AD","00AD",NA,NA,NA,NA,NA
"158","00AMGG",12548,136.8,14.1,50.7,11,18.4,0.3,"00AM","00AM12548","Hackney - Hackney Central",12548,68.7,75,80.3,"Hackney"," 00AM","00AM",17.5964297099139,7.7,52.7,40.5,12.8
"159","00AJGY",13439,147.1,14.1,16.4,8.5,23.8,0.9,"00AJ","00AJ13439","Ealing - Southall Broadway",13439,103.1,81.2,82.4,"Ealing"," 00AJ","00AJ",21.1846119502939,10.5,93.7,64.1,36
"160","00APGD",12395,80.9,14.2,10.2,3.4,6.4,0.7,"00AP","00AP12395","Haringey - Crouch End",12395,59.1,78.1,82.3,"Haringey"," 00AP","00AP",15.8612343686971,8.9,18,29.2,7.6
"161","00AYGP",14263,81.5,14.2,24.9,6.5,13.5,0.6,"00AY","00AY14263","Lambeth - Streatham Hill",14263,57.1,76.4,79.9,"Lambeth"," 00AY","00AY",18.3201290051181,8.4,37.9,37.8,12.4
"162","00AMGF",13643,100.9,14.2,39.9,9.4,15.6,0.4,"00AM","00AM13643","Hackney - De Beauvoir",13643,53.7,77.7,81.5,"Hackney"," 00AM","00AM",16.1034962984681,7,39.9,37.8,11.7
"163","00AJHA",13474,72.4,14.3,9.8,3.1,9,0.8,"00AJ","00AJ13474","Ealing - Southfield",13474,74.3,80.7,86.7,"Ealing"," 00AJ","00AJ",17.3074068576518,10,20.8,36.2,10.7
"164","00AQGG",11135,40.5,14.4,7.2,3.7,13.1,1.1,"00AQ","00AQ11135","Harrow - Headstone South",11135,73,80,89.5,"Harrow"," 00AQ","00AQ",20.3682083520431,12,56.5,44.2,15.9
"165","00AUGA",12072,103.9,14.4,47.2,6.8,19.2,0.4,"00AU","00AU12072","Islington - Canonbury",12072,50,74.7,84.1,"Islington"," 00AU","00AU",17.3376408217363,9.7,28.2,29.7,9.1
"166","00AYGD",16784,194.9,14.4,59.1,15,17.6,0.4,"00AY","00AY16784","Lambeth - Coldharbour",16784,63,73.1,80,"Lambeth"," 00AY","00AY",21.5622020972355,6.1,62.1,43.7,13.3
"167","00APGH",12659,66.1,14.5,29.5,8.6,13.8,0.6,"00AP","00AP12659","Haringey - Hornsey",12659,57.5,74.7,83.2,"Haringey"," 00AP","00AP",18.1293941069595,8.2,31,32.2,10.5
"168","00AGGW",12900,87,14.5,16.5,2.9,9,0.6,"00AG","00AG12900","Camden - Swiss Cottage",12900,68.6,81.6,85,"Camden"," 00AG","00AG",16.4883720930233,11.6,32.4,51.2,17.8
"169","00BAFZ",10712,92.8,14.5,12.6,3.5,13.3,0.7,"00BA","00BA10712","Merton - Colliers Wood",10712,62.9,77.6,83.3,"Merton"," 00BA","00BA",14.1896938013443,8.1,40.1,47.2,16.3
"170","00BBGS",16404,125.3,14.5,25.1,10.5,21.8,0.6,"00BB","00BB16404","Newham - Plaistow South",16404,102.3,75.4,83.4,"Newham"," 00BB","00BB",25.1097293343087,6.6,67.3,51.7,21.9
"171","00ACGH",18818,83.3,14.6,13.3,4.5,16.4,1,"00AC","00AC18818","Barnet - Golders Green",18818,98.7,78.3,84.2,"Barnet"," 00AC","00AC",27.1867361037305,12,34.2,45.8,17.5
"172","00AQGA",11653,63.9,15,10.3,4.3,22.5,1.1,"00AQ","00AQ11653","Harrow - Edgware",11653,91,79.6,83.9,"Harrow"," 00AQ","00AQ",20.2866214708659,11.4,65.3,56.5,24.8
"173","00BGGM",13206,195.8,15,43.4,11.7,20.6,0.3,"00BG","00BG13206","Tower Hamlets - Weavers",13206,55.1,78.9,82.2,"Tower Hamlets"," 00BG","00BG",17.3406027563229,7,47.9,41.2,16.7
"174","00ACFZ",20049,107.1,15.1,12.5,6.2,13.7,0.8,"00AC","00AC20049","Barnet - Childs Hill",20049,69,77.4,82,"Barnet"," 00AC","00AC",19.1730260860891,12.4,38.9,51.2,23
"175","00BAGB",9275,79,15.2,3.7,1.4,7.8,0.8,"00BA","00BA9275","Merton - Dundonald",9275,77.3,80,90.1,"Merton"," 00BA","00BA",16.4851752021563,9.8,18.1,35.6,7.3
"176","00AGGF",12613,411.2,15.2,30.5,5.4,11.7,0.5,"00AG","00AG12613","Camden - Camden Town with Primrose Hill",12613,56.3,79.6,84.4,"Camden"," 00AG","00AG",15.373027828431,11.3,26.4,38.8,12.1
"177","00ACGN",15811,59.6,15.3,7.3,3.7,14.7,1.3,"00AC","00AC15811","Barnet - Oakleigh",15811,72.5,78.9,84.3,"Barnet"," 00AC","00AC",19.1006261463538,16.4,26.7,28.5,8.6
"178","00AKGL",14051,61.8,15.3,10.7,6.8,16.7,0.8,"00AK","00AK14051","Enfield - Bowes",14051,85.4,78.5,83.8,"Enfield"," 00AK","00AK",17.2443242473845,10.6,38.6,47.5,23.3
"179","00AWGJ",8675,91,15.3,38.5,5.4,14.2,0.6,"00AW","00AW8675","Kensington and Chelsea - Norland",8675,73.9,87,88.6,"Kensington and Chelsea"," 00AW","00AW",NA,NA,NA,NA,NA
"180","00BEGE",14941,208.6,15.3,42.8,7.1,12.7,0.4,"00BE","00BE14941","Southwark - Cathedrals",14941,26.6,75,93.3,"Southwark"," 00BE","00BE",10.6887089217589,7.4,38.4,40,10.4
"181","00AQGQ",12828,53.5,15.4,25.4,5.7,19.2,1,"00AQ","00AQ12828","Harrow - Roxbourne",12828,62.1,75,84.5,"Harrow"," 00AQ","00AQ",24.4543186778921,9.8,66.3,48.4,20.9
"182","00AKGZ",15162,80.2,15.4,9,5.7,20.6,1,"00AK","00AK15162","Enfield - Palmers Green",15162,64.8,78.9,83.3,"Enfield"," 00AK","00AK",18.8431605329112,13.3,35.4,41.4,18.1
"183","00ALGQ",12875,76.4,15.5,22.4,3.4,12.1,0.8,"00AL","00AL12875","Greenwich - Blackheath Westcombe",12875,69.3,79.4,83.8,"Greenwich"," 00AL","00AL",16.2796116504854,15,16.9,23,5.2
"184","00BKGK",10633,101.8,15.5,18.5,3.7,11.5,0.6,"00BK","00BK10633","Westminster - Little Venice",10633,70,80.2,92.5,"Westminster"," 00BK","00BK",17.201166180758,9.8,35.6,52.6,19.9
"185","00AMGQ",13670,149.1,15.6,50.1,12.2,18.8,0.4,"00AM","00AM13670","Hackney - Queensbridge",13670,69.8,75.9,82.6,"Hackney"," 00AM","00AM",17.542062911485,8.2,44.7,38.3,11.8
"186","00BAGP",9798,117,15.7,11.9,2.8,9.2,0.8,"00BA","00BA9798","Merton - Trinity",9798,93.8,80.6,83.9,"Merton"," 00BA","00BA",16.9320269442743,8.2,22.2,36.1,9.8
"187","00ATGH",12288,78.6,15.8,19.5,4.6,17.3,1.1,"00AT","00AT12288","Hounslow - Heston Central",12288,80.8,77.2,83.2,"Hounslow"," 00AT","00AT",20.8414713541667,10.9,76.6,54.7,23.9
"188","00AGGK",11264,79.1,15.9,NA,NA,NA,NA,"00AG","00AG11264","Camden - Gospel Oak",11264,53.7,74.9,82.5,"Camden"," 00AG","00AG",19.6022727272727,12.2,30.1,34.9,10.4
"189","00AUGC",14358,182.9,15.9,43.4,9.6,20.6,0.3,"00AU","00AU14358","Islington - Finsbury Park",14358,46.8,74.2,78.8,"Islington"," 00AU","00AU",18.4148210057111,8.5,42.9,41.6,17.5
"190","00AHGY",14296,39.6,16,18.5,4.7,19.1,1.2,"00AH","00AH14296","Croydon - Shirley",14296,71.4,83,85.4,"Croydon"," 00AH","00AH",20.6281477336318,16.7,30.9,19.7,3.9
"191","00AKHE",14906,54.5,16,6.1,3.8,17.4,1.2,"00AK","00AK14906","Enfield - Town",14906,61.6,79.9,83.8,"Enfield"," 00AK","00AK",20.1730846638937,14.9,18,17.1,4.4
"192","00ABGM",9867,88.6,16,37.4,9.5,32.1,0.8,"00AB","00AB9867","Barking and Dagenham - Valence",9867,101.1,72.6,78,"Barking and Dagenham"," 00AB","00AB",NA,NA,NA,NA,NA
"193","00AHGS",16476,77.4,16.1,13.8,6.6,16.2,1,"00AH","00AH16476","Croydon - Norbury",16476,73.7,81.5,82.8,"Croydon"," 00AH","00AH",21.0184510803593,13.4,62.3,43.6,13
"194","00AFGK",15560,51.4,16.3,12.6,3.7,15.2,1,"00AF","00AF15560","Bromley - Clock House",15560,77.7,78.8,84.7,"Bromley"," 00AF","00AF",19.7879177377892,11.5,20.6,17.3,3.9
"195","00AJGZ",14579,102.7,16.3,13.6,10.9,23.6,0.9,"00AJ","00AJ14579","Ealing - Southall Green",14579,111.7,75.9,87.1,"Ealing"," 00AJ","00AJ",22.3266341998765,8.2,91.4,63.3,36.7
"196","00ANGM",10785,107.6,16.3,23.2,3.4,9.9,0.6,"00AN","00AN10785","Hammersmith and Fulham - Ravenscourt Park",10785,47,78.3,86.2,"Hammersmith and Fulham"," 00AN","00AN",NA,NA,NA,NA,NA
"197","00AEHA",16903,119.9,16.3,62.3,13.7,25.9,0.6,"00AE","00AE16903","Brent - Stonebridge",16903,72.6,75.1,87.9,"Brent"," 00AE","00AE",28.1902620836538,8.7,76.5,48.8,17.2
"198","00ACGK",18472,81.9,16.4,12.1,4.7,13.5,1,"00AC","00AC18472","Barnet - Hendon",18472,88.4,80.1,85.3,"Barnet"," 00AC","00AC",20.0844521437852,11.9,36.3,48.2,20.3
"199","00ABGP",10575,90.7,16.4,12.3,6.9,24,1,"00AB","00AB10575","Barking and Dagenham - Whalebone",10575,84,81,84.1,"Barking and Dagenham"," 00AB","00AB",NA,NA,NA,NA,NA
"200","00AUFZ",13896,116.7,16.4,44.7,6.3,21,0.4,"00AU","00AU13896","Islington - Caledonian",13896,49.2,75.5,81.9,"Islington"," 00AU","00AU",15.2489925158319,9,34.7,37.3,14.4
"201","00AYGU",15771,95.8,16.6,43.2,11,14.7,0.5,"00AY","00AY15771","Lambeth - Tulse Hill",15771,63.2,77.4,81.4,"Lambeth"," 00AY","00AY",21.0259336757339,6.6,52.6,38.6,11.3
"202","00AUGH",12025,99.9,16.6,43.3,6.9,16.8,0.4,"00AU","00AU12025","Islington - Junction",12025,40,77,83.3,"Islington"," 00AU","00AU",15.3929313929314,10.7,30.6,34.7,11.5
"203","00AZGR",15756,144.9,16.6,40.5,10,17.9,0.5,"00AZ","00AZ15756","Lewisham - New Cross",15756,74.9,73.7,78.2,"Lewisham"," 00AZ","00AZ",20.1891342980452,5.9,59.7,46.6,15.3
"204","00ARGU",13194,52.7,16.7,8.8,3.9,20,1.3,"00AR","00AR13194","Havering - Squirrel's Heath",13194,63,81.6,89.5,"Havering"," 00AR","00AR",17.7656510535092,16.3,11.5,9.4,1.3
"205","00BJGB",15448,68,16.7,21.7,3.1,11.9,0.7,"00BJ","00BJ15448","Wandsworth - Earlsfield",15448,68.1,76.1,84.2,"Wandsworth"," 00BJ","00BJ",14.9598653547385,6.7,27.7,33.4,8.2
"206","00BCGM",13672,80.2,16.8,7.6,7,20.5,1.2,"00BC","00BC13672","Redbridge - Mayfield",13672,111.4,78.1,82.9,"Redbridge"," 00BC","00BC",24.2612638970158,11.6,73.3,41.1,13.5
"207","00AYGW",14143,100.4,16.8,53.2,11,16,0.4,"00AY","00AY14143","Lambeth - Vassall",14143,47.1,74.3,82.1,"Lambeth"," 00AY","00AY",18.0159796365693,7.2,52.7,40,12.1
"208","00AUGG",14983,79.4,16.9,46.5,6.2,18.8,0.4,"00AU","00AU14983","Islington - Holloway",14983,35,72.8,81.1,"Islington"," 00AU","00AU",15.5776546752987,8.2,36.1,39.6,14.9
"209","00BGFX",14166,128.5,16.9,44.9,10.9,21.4,0.3,"00BG","00BG14166","Tower Hamlets - Bethnal Green South",14166,51,77.1,87.3,"Tower Hamlets"," 00BG","00BG",19.709162784131,5.3,64.3,45.5,23.1
"210","00AEGS",12133,59.7,17,5.6,2.6,17.3,1.4,"00AE","00AE12133","Brent - Kenton",12133,57.9,83.7,86.2,"Brent"," 00AE","00AE",16.7229868952444,17.2,70,53.9,19.6
"211","00BJGP",16256,72.3,17,14.7,2.8,10.1,0.7,"00BJ","00BJ16256","Wandsworth - Southfields",16256,70,78.9,89.8,"Wandsworth"," 00BJ","00BJ",18.503937007874,7.7,24.4,34.8,9
"212","00AHGK",13449,41.2,17.1,4.6,2.7,15.1,1.5,"00AH","00AH13449","Croydon - Coulsdon West",13449,58.7,80,82.8,"Croydon"," 00AH","00AH",20.1055840582943,15.3,25.2,16.9,2.4
"213","00AFGL",15392,69.5,17.1,9.2,3.1,12.1,1,"00AF","00AF15392","Bromley - Copers Cope",15392,61.5,77.4,82.4,"Bromley"," 00AF","00AF",13.1691787941788,16.8,17.4,20.3,4.6
"214","00ABGE",11267,82.9,17.1,37.3,9.6,30,0.8,"00AB","00AB11267","Barking and Dagenham - Goresbrook",11267,97.4,79.3,81.4,"Barking and Dagenham"," 00AB","00AB",NA,NA,NA,NA,NA
"215","00AMGE",14727,198,17.1,38.9,12,15.9,0.4,"00AM","00AM14727","Hackney - Dalston",14727,57.2,80.9,79.8,"Hackney"," 00AM","00AM",16.4595640660012,6.2,44.5,40.8,14
"216","00ADGF",10965,110.8,17.3,3.9,3.3,21,1.2,"00AD","00AD10965","Bexley - Christchurch",10965,61.9,77.8,80.9,"Bexley"," 00AD","00AD",18.1030551755586,18.3,13.4,11.5,2.3
"217","00ABGJ",9839,79.2,17.5,36.4,9.5,31.8,0.8,"00AB","00AB9839","Barking and Dagenham - Parsloes",9839,94.1,76.8,81.8,"Barking and Dagenham"," 00AB","00AB",NA,NA,NA,NA,NA
"218","00AHGZ",16518,100.5,17.5,20.7,9.6,15.9,0.7,"00AH","00AH16518","Croydon - South Norwood",16518,75.6,75.6,84.4,"Croydon"," 00AH","00AH",21.2979779634338,9.9,52.3,32.1,8.2
"219","00AJGX",14873,106.8,17.5,33.9,7.3,16.2,0.7,"00AJ","00AJ14873","Ealing - South Acton",14873,62.9,76.4,79.8,"Ealing"," 00AJ","00AJ",20.4531701741411,11.1,43.5,50.5,23.4
"220","00AHGM",16569,261.1,17.5,15.5,4.2,12.3,0.6,"00AH","00AH16569","Croydon - Fairfield",16569,74.2,79.2,80.9,"Croydon"," 00AH","00AH",17.5870601726115,11.7,48.7,42.3,13.7
"221","00AKHG",17374,125.1,17.6,29.8,11.7,28.3,0.8,"00AK","00AK17374","Enfield - Upper Edmonton",17374,88.4,75.4,76.7,"Enfield"," 00AK","00AK",25.8432139979279,9.2,58,48.4,22.7
"222","00BHGQ",11444,145.1,17.6,17.9,8.1,26.1,1.1,"00BH","00BH11444","Waltham Forest - Valley",11444,75.2,77.5,80.9,"Waltham Forest"," 00BH","00BH",21.1464522894093,13.4,38.4,25.6,7.9
"223","00ASGK",11658,43.1,17.7,7.3,2.4,17.2,1.4,"00AS","00AS11658","Hillingdon - Cavendish",11658,59.2,80.6,84,"Hillingdon"," 00AS","00AS",20.6210327671985,15.7,19.7,16.7,3.7
"224","00AEGJ",14017,103.1,17.7,12.1,4.5,22.1,0.9,"00AE","00AE14017","Brent - Alperton",14017,87.6,76.7,87,"Brent"," 00AE","00AE",19.0054933295284,9.5,81.8,66.8,32.3
"225","00AHHD",17489,112.2,17.7,15.7,7.9,17.9,0.8,"00AH","00AH17489","Croydon - West Thornton",17489,81.5,77.6,82.5,"Croydon"," 00AH","00AH",25.050031448339,9.5,76.5,46.5,15.1
"226","00ATGN",11409,54.8,17.9,5.1,2.9,15.7,1.3,"00AT","00AT11409","Hounslow - Hounslow South",11409,60.7,83.6,88.7,"Hounslow"," 00AT","00AT",19.3110098176718,12.5,45.1,38.7,13.2
"227","00AQGJ",11173,57.1,17.9,3,3,17.9,1.4,"00AQ","00AQ11173","Harrow - Kenton West",11173,64.8,82,86.6,"Harrow"," 00AQ","00AQ",17.9092455025508,14.3,72.6,51.3,20.4
"228","00ASGS",11442,56,18,4.1,2,17,1.3,"00AS","00AS11442","Hillingdon - Manor",11442,53.6,80,83.1,"Hillingdon"," 00AS","00AS",20.2412165705296,15.7,16,16.2,3.6
"229","00BFGR",10163,56.2,18,14.7,4.1,22.2,1.1,"00BF","00BF10163","Sutton - The Wrythe",10163,63.8,77.5,83.9,"Sutton"," 00BF","00BF",NA,NA,NA,NA,NA
"230","00AGGH",11740,80.4,18,16.7,5,9.2,0.6,"00AG","00AG11740","Camden - Fortune Green",11740,52.6,80.7,84.8,"Camden"," 00AG","00AG",15.0425894378194,9.7,29,43.4,16.1
"231","00AFGG",16826,155.7,18,10,3.3,13.1,1,"00AF","00AF16826","Bromley - Bromley Town",16826,73.4,78,81.1,"Bromley"," 00AF","00AF",19.3510043979555,13.9,18.5,19.9,4.9
"232","00ABGC",11624,87.6,18.1,37.4,10.2,28.9,0.8,"00AB","00AB11624","Barking and Dagenham - Eastbury",11624,90.9,79.9,85.2,"Barking and Dagenham"," 00AB","00AB",NA,NA,NA,NA,NA
"233","00AUGF",11794,69.3,18.3,45.3,7.6,17.9,0.5,"00AU","00AU11794","Islington - Hillrise",11794,56.8,74.9,80.6,"Islington"," 00AU","00AU",19.2470747837884,9,33.7,32.9,10.4
"234","00AYGR",14906,81.4,18.3,20.8,6.2,13.9,0.6,"00AY","00AY14906","Lambeth - Streatham Wells",14906,68.6,75.4,77.7,"Lambeth"," 00AY","00AY",19.3277874681336,8.3,43.1,41.2,14.2
"235","00AHGW",18087,140.2,18.3,27.1,9.9,18.9,0.6,"00AH","00AH18087","Croydon - Selhurst",18087,77.3,73.9,78.9,"Croydon"," 00AH","00AH",24.5535467462819,8.7,65.6,40.1,11.5
"236","00AQGR",11663,64.1,18.4,9.5,5.2,17.3,1.2,"00AQ","00AQ11663","Harrow - Roxeth",11663,69.2,81.6,82.6,"Harrow"," 00AQ","00AQ",22.8414644602589,11,66.3,48.4,19.8
"237","00BHGB",10730,55,18.5,14.7,4.8,23.5,1.3,"00BH","00BH10730","Waltham Forest - Endlebury",10730,54.9,80.4,84.4,"Waltham Forest"," 00BH","00BH",18.6113699906803,16.9,22.4,17.5,3.8
"238","00BJGE",15504,54,18.8,16.8,6.5,15.5,0.7,"00BJ","00BJ15504","Wandsworth - Furzedown",15504,74.2,77.2,81.4,"Wandsworth"," 00BJ","00BJ",22.0459236326109,9.8,43.1,36.7,12.9
"239","00ARGS",13334,82,18.8,11.3,3.7,26.2,1.2,"00AR","00AR13334","Havering - St. Andrew's",13334,65.7,77.1,79.1,"Havering"," 00AR","00AR",NA,NA,NA,NA,NA
"240","00BAGJ",9485,69.5,18.9,3.9,2.5,11.5,1,"00BA","00BA9485","Merton - Merton Park",9485,57.1,84.5,88.5,"Merton"," 00BA","00BA",19.5044807590933,14.6,29.2,35.5,10.1
"241","00BFGE",10048,30.5,19,10,3,13.7,1.2,"00BF","00BF10048","Sutton - Belmont",10048,65.5,78.6,82.1,"Sutton"," 00BF","00BF",17.7945859872611,16.4,22.2,22.1,4.8
"242","00BAGF",10273,68,19,20.4,5.7,18.1,0.8,"00BA","00BA10273","Merton - Lavender Fields",10273,76.2,80.8,80.9,"Merton"," 00BA","00BA",20.3056556020637,7.3,46.8,46.1,19.6
"243","00AHGL",15790,73.3,19.1,8.3,4.4,12,1,"00AH","00AH15790","Croydon - Croham",15790,77.8,78.9,83.3,"Croydon"," 00AH","00AH",18.2457251424953,12,31.3,24.3,6.5
"244","00AEGX",15474,86.3,19.1,12.6,4.9,17.5,1,"00AE","00AE15474","Brent - Preston",15474,100.4,80.1,86.2,"Brent"," 00AE","00AE",20.4278143983456,12.4,70,57.3,22.8
"245","00AEGY",15281,115,19.1,19.9,6.9,13.3,0.7,"00AE","00AE15281","Brent - Queens Park",15281,76.3,80.4,87.9,"Brent"," 00AE","00AE",17.983116288201,8.6,37,41.9,14.4
